id,uuid,api_feed_id,source_name,source_uuid,title,description,context,source_url,image_url,author,published_at,symbols,sectors,industries,report,created_at,update_at,deleted_at
134,723930ba-250f-48ca-a56c-bf7391af2912,2,Electrek,https://electrek.co/?p=349911,"Save 15% on Priority e-bikes, Goal Zero 1500X power station now $1,260, and more","<div class=""feat-image""><img src=""https://electrek.co/wp-content/uploads/sites/3/2023/11/priority-current-shimano-ebike-14.jpg?quality=82&#038;strip=all&#038;w=1400"" /></div><p>Headlining today’s top deals is the <a href=""https://9to5toys.com/2024/02/15/prioritys-limited-time-sale-takes-15-off-e-bikes-with-over-50-mile-range-starting-from-1444-2/"">limited-time Valentine’s sale</a> that is still taking <a href=""https://9to5toys.com/2024/02/15/prioritys-limited-time-sale-takes-15-off-e-bikes-with-over-50-mile-range-starting-from-1444-2/"">15% off Priority Bicycles’ three e-bike models starting from $1,444</a>. It is joined by a few discounts on Goal Zero power stations and bundles, led by the <a href=""https://9to5toys.com/2024/02/15/goal-zeros-yeti-1500x-power-station-offers-1516wh-capacity-and-10-ports-for-1260-low/"">Yeti 1500X Portable Power Station at $1,260</a>, as well as the <a href=""https://9to5toys.com/2024/02/15/worxs-20v-5-inch-cordless-electric-pruning-saw-promotes-garden-growth-for-100-reg-160/"">WORX 20V 5-inch Cordless Electric Pruning Saw for $100</a>. Plus, all of today’s other best new Green Deals. </p>



<p>Head below for other New Green Deals we’ve found today and, of course, <a href=""https://electrek.co/best-electric-vehicle-prices/""><em>Electrek</em>’s best EV buying </a>and <a href=""https://electrek.co/best-electric-vehicle-leases/"">leasing deals</a>. Also, check out the new <a href=""https://electrek.co/shop/""><em>Electrek</em> Tesla Shop for the best deals on Tesla accessories</a>.</p>



 <a href=""https://electrek.co/2024/02/15/priority-e-bikes-goal-zero-1500x-power-stations-more/#more-349911"" data-post-id=""349911"" data-layer-pagetype=""post"" data-layer-postcategory=""green-deals"" data-layer-viewtype=""unknown"" class=""more-link"">more…</a>","Headlining today’s top deals is the limited-time Valentine’s sale that is still taking 15% off Priority Bicycles’ three e-bike models starting from $1,444. It is joined by a few discounts on Goal Zero power stations and bundles, led by the Yeti 1500X Portable Power Station at $1,260, as well as the WORX 20V 5-inch Cordless Electric Pruning Saw for $100. Plus, all of today’s other best new Green Deals. ",https://electrek.co/2024/02/15/priority-e-bikes-goal-zero-1500x-power-stations-more/,https://electrek.co/wp-content/uploads/sites/3/2023/11/priority-current-shimano-ebike-14.jpg?quality=82&strip=all&w=1400,Reinette LeJeune,2024-02-15 19:00:41+00:00,green-deals,,,FALSE,2024-02-21 23:29:54.883521+00:00,,
135,0e3e62bd-0f1a-4d2b-998f-7e9f8171db26,2,Electrek,https://electrek.co/?p=349860,Tesla Model 3 has a new tech that ‘isolates shake frequencies in your belly’,"<div class=""feat-image""><img src=""https://electrek.co/wp-content/uploads/sites/3/2024/02/Tesla-Model-3-red-hero.jpg?quality=82&#038;strip=all&#038;w=1600"" /></div><p>The new refreshed Tesla Model 3 has a new technology that “isolates shake frequencies in your belly”. Yes, that’s apparently a thing now.</p>



 <a href=""https://electrek.co/2024/02/15/tesla-model-3-tech-isolates-shake-frequencies-in-your-belly/#more-349860"" data-post-id=""349860"" data-layer-pagetype=""post"" data-layer-postcategory=""tesla,tesla-model-3"" data-layer-viewtype=""unknown"" class=""more-link"">more…</a>","The new refreshed Tesla Model 3 has a new technology that “isolates shake frequencies in your belly”. Yes, that’s apparently a thing now.",https://electrek.co/2024/02/15/tesla-model-3-tech-isolates-shake-frequencies-in-your-belly/,https://electrek.co/wp-content/uploads/sites/3/2024/02/Tesla-Model-3-red-hero.jpg?quality=82&strip=all&w=1600,Fred Lambert,2024-02-15 18:22:41+00:00,"tesla,tesla-model-3",,,FALSE,2024-02-21 23:29:54.887127+00:00,,
136,e0e56576-dd06-41d8-88a8-ba45a3b235e1,2,Electrek,https://electrek.co/?p=349484,Top picks for the best looking Tesla Model Y and Model 3 wheel covers [Save 10%],"<div class=""feat-image""><img src=""https://electrek.co/wp-content/uploads/sites/3/2024/02/Cover-Photo-1.jpg?quality=82&#038;strip=all&#038;w=1600"" /></div><p>Want to zhuzh up your Tesla Model 3 or Model Y? US-based <a href=""https://bit.ly/3iCk5ce"">Tesloid</a>‘s wheel covers turn heads while protecting your rims. Plus, <em>Electrek</em> readers exclusively save 10% with promo code <strong>WHEELCOVERS</strong>. </p>



 <a href=""https://electrek.co/2024/02/15/tesla-model-y-model-3-wheel-covers-save-10/#more-349484"" data-post-id=""349484"" data-layer-pagetype=""post"" data-layer-postcategory=""sponsored-post,tesloid"" data-layer-viewtype=""unknown"" class=""more-link"">more…</a>","Want to zhuzh up your Tesla Model 3 or Model Y? US-based Tesloid‘s wheel covers turn heads while protecting your rims. Plus, Electrek readers exclusively save 10% with promo code WHEELCOVERS. ",https://electrek.co/2024/02/15/tesla-model-y-model-3-wheel-covers-save-10/,https://electrek.co/wp-content/uploads/sites/3/2024/02/Cover-Photo-1.jpg?quality=82&strip=all&w=1600,Sponsored Post,2024-02-15 18:22:38+00:00,"sponsored-post,tesloid",,,FALSE,2024-02-21 23:29:54.890958+00:00,,
137,46f0e484-6930-4346-ad53-ada499350d93,2,Electrek,https://electrek.co/?p=349811,US rooftop solar has grown 10x in 10 years – here’s what drove it,"<div class=""feat-image""><img src=""https://electrek.co/wp-content/uploads/sites/3/2022/02/pexels-photo-16148900.jpeg?quality=82&#038;strip=all&#038;w=1500"" /></div><p>In 2022, US small-scale rooftop solar saw a tenfold increase over the last decade, according to a new report – here’s why and what needs to happen next.</p>



 <a href=""https://electrek.co/2024/02/15/us-rooftop-solar-has-grown-10x-in-10-years-heres-what-drove-it/#more-349811"" data-post-id=""349811"" data-layer-pagetype=""post"" data-layer-postcategory=""egeb,energy-brief,solar,rooftop-solar,solar-power"" data-layer-viewtype=""unknown"" class=""more-link"">more…</a>","In 2022, US small-scale rooftop solar saw a tenfold increase over the last decade, according to a new report – here’s why and what needs to happen next.",https://electrek.co/2024/02/15/us-rooftop-solar-has-grown-10x-in-10-years-heres-what-drove-it/,https://electrek.co/wp-content/uploads/sites/3/2022/02/pexels-photo-16148900.jpeg?quality=82&strip=all&w=1500,Michelle Lewis,2024-02-15 18:14:03+00:00,"egeb,energy-brief,solar,rooftop-solar,solar-power",,,FALSE,2024-02-21 23:29:54.898548+00:00,,
138,47e9186b-1e60-41a5-b70e-f78b1da94708,2,Electrek,https://electrek.co/?p=349883,Doosan Bobcat announces first-ever 3-ton hydrogen forklift,"<div class=""feat-image""><img src=""https://electrek.co/wp-content/uploads/sites/3/2024/02/doosan-hydrrogen.jpg?quality=82&#038;strip=all&#038;w=1600"" /></div><p>Doosan Bobcat is moving ahead with plans to hydrogenate (?) the Korean material handling fleet, announcing its first-ever hydrogen fuel cell-powered electric forklift, and plans to put 30 of the HFCEV forklifts in operation this year.</p>



 <a href=""https://electrek.co/2024/02/15/doosan-bobcat-announces-first-ever-3-ton-hydrogen-forklift/#more-349883"" data-post-id=""349883"" data-layer-pagetype=""post"" data-layer-postcategory=""bobcat,electric-construction-equipment,hydrogen"" data-layer-viewtype=""unknown"" class=""more-link"">more…</a>","Doosan Bobcat is moving ahead with plans to hydrogenate (?) the Korean material handling fleet, announcing its first-ever hydrogen fuel cell-powered electric forklift, and plans to put 30 of the HFCEV forklifts in operation this year.",https://electrek.co/2024/02/15/doosan-bobcat-announces-first-ever-3-ton-hydrogen-forklift/,https://electrek.co/wp-content/uploads/sites/3/2024/02/doosan-hydrrogen.jpg?quality=82&strip=all&w=1600,Jo Borrás,2024-02-15 18:12:35+00:00,"bobcat,electric-construction-equipment,hydrogen",,,FALSE,2024-02-21 23:29:54.902076+00:00,,
139,b1fef784-28da-4d41-a9e4-6b8110c23fb5,2,Electrek,https://electrek.co/?p=349868,Stellantis and Mercedes-Benz raise $4.7 billion to build 4 new gigafactories,"<div class=""feat-image""><img src=""https://electrek.co/wp-content/uploads/sites/3/2023/08/2024-Mercedes-EQB-4.jpg?quality=82&#038;strip=all&#038;w=1500"" /></div><p>In a huge push to give European automakers a fighting chance over China in the EV sector, Stellantis and Mercedes-Benz have raised nearly €4.4 billion to build four new EV gigafactories across the European Union in the coming years.</p>



 <a href=""https://electrek.co/2024/02/15/stellantis-and-mercedes-benz-raise-4-7-billion-to-build-4-new-gigafactories/#more-349868"" data-post-id=""349868"" data-layer-pagetype=""post"" data-layer-postcategory=""electric-vehicles,europe,mercedes-benz,stellantis"" data-layer-viewtype=""unknown"" class=""more-link"">more…</a>","In a huge push to give European automakers a fighting chance over China in the EV sector, Stellantis and Mercedes-Benz have raised nearly €4.4 billion to build four new EV gigafactories across the European Union in the coming years.",https://electrek.co/2024/02/15/stellantis-and-mercedes-benz-raise-4-7-billion-to-build-4-new-gigafactories/,https://electrek.co/wp-content/uploads/sites/3/2023/08/2024-Mercedes-EQB-4.jpg?quality=82&strip=all&w=1500,Jennifer Mossalgue,2024-02-15 17:22:35+00:00,"electric-vehicles,europe,mercedes-benz,stellantis",,,FALSE,2024-02-21 23:29:54.905824+00:00,,
140,98ca5404-a10d-49e4-a52a-8377f3588c0a,2,Electrek,https://electrek.co/?p=349830,"Rivian teases first look at R2 as reservation site goes live, deposits start at $100","<div class=""feat-image""><img src=""https://electrek.co/wp-content/uploads/sites/3/2024/02/Rivian-first-look-R2-3.jpeg?quality=82&#038;strip=all&#038;w=1400"" /></div><p>Rivian is giving us our first look at the more affordable R2 EV. The Rivian R2 will be officially revealed in three weeks. Ahead of its debut, <a href=""https://electrek.co/guides/rivian/"">Rivian</a> opened the R2 website, sharing reservations will start at $100. </p>



 <a href=""https://electrek.co/2024/02/15/rivian-teases-first-look-r2-deposits-start-100/#more-349830"" data-post-id=""349830"" data-layer-pagetype=""post"" data-layer-postcategory=""rivian,rivian-r2"" data-layer-viewtype=""unknown"" class=""more-link"">more…</a>","Rivian is giving us our first look at the more affordable R2 EV. The Rivian R2 will be officially revealed in three weeks. Ahead of its debut, Rivian opened the R2 website, sharing reservations will start at $100. ",https://electrek.co/2024/02/15/rivian-teases-first-look-r2-deposits-start-100/,https://electrek.co/wp-content/uploads/sites/3/2024/02/Rivian-first-look-R2-3.jpeg?quality=82&strip=all&w=1400,Peter Johnson,2024-02-15 17:10:10+00:00,"rivian,rivian-r2",,,FALSE,2024-02-21 23:29:54.909779+00:00,,
141,c5c559e9-cb9c-4482-a787-058759a4080a,2,Electrek,https://electrek.co/?p=349808,Tesla is now accounting for ‘battery age’ in its range calculation,"<div class=""feat-image""><img src=""https://electrek.co/wp-content/uploads/sites/3/2023/03/Tesla-extended-warranty-hero.jpg?quality=82&#038;strip=all&#038;w=1600"" /></div><p>Tesla is now starting to account for “battery age” in its estimated range calculation for its electric vehicles.</p>



 <a href=""https://electrek.co/2024/02/15/tesla-accounting-battery-age-range-calculation/#more-349808"" data-post-id=""349808"" data-layer-pagetype=""post"" data-layer-postcategory=""tesla"" data-layer-viewtype=""unknown"" class=""more-link"">more…</a>",Tesla is now starting to account for “battery age” in its estimated range calculation for its electric vehicles.,https://electrek.co/2024/02/15/tesla-accounting-battery-age-range-calculation/,https://electrek.co/wp-content/uploads/sites/3/2023/03/Tesla-extended-warranty-hero.jpg?quality=82&strip=all&w=1600,Fred Lambert,2024-02-15 15:26:57+00:00,tesla,,,FALSE,2024-02-21 23:29:54.913720+00:00,,
142,7c4c9428-bfe5-4bc0-83cf-b205fe9454fb,2,Electrek,https://electrek.co/?p=349794,BYD secures license deal with Ford and GM supplier to use its LFP battery packs for EVs,"<div class=""feat-image""><img src=""https://electrek.co/wp-content/uploads/sites/3/2024/01/Ford-Mustang-Mach-E-Bronze-1.jpeg?quality=82&#038;strip=all&#038;w=1400"" /></div><p>Leading global EV maker <a href=""https://electrek.co/guides/byd/"">BYD</a> is making big moves to stay on top of the market. Its latest deal gives Ford and GM supplier BorgWarner rights to its BYD Blade battery packs. </p>



 <a href=""https://electrek.co/2024/02/15/byd-signs-deal-ford-gm-supplier-use-lfp-battery-packs/#more-349794"" data-post-id=""349794"" data-layer-pagetype=""post"" data-layer-postcategory=""borgwarner,byd,ford,gm"" data-layer-viewtype=""unknown"" class=""more-link"">more…</a>",Leading global EV maker BYD is making big moves to stay on top of the market. Its latest deal gives Ford and GM supplier BorgWarner rights to its BYD Blade battery packs. ,https://electrek.co/2024/02/15/byd-signs-deal-ford-gm-supplier-use-lfp-battery-packs/,https://electrek.co/wp-content/uploads/sites/3/2024/01/Ford-Mustang-Mach-E-Bronze-1.jpeg?quality=82&strip=all&w=1400,Peter Johnson,2024-02-15 15:10:56+00:00,"borgwarner,byd,ford,gm",,,FALSE,2024-02-21 23:29:54.919183+00:00,,
143,8dfbfc5f-1c10-4888-89e1-00d8d2face8e,2,Electrek,https://electrek.co/?p=349716,"Lucid Motors cuts thousands off 2024 Air prices and adds new charging, maintenance perks","<div class=""feat-image""><img src=""https://electrek.co/wp-content/uploads/sites/3/2024/02/Lucid-Air-prices-Pure-Stealth.jpg?quality=82&#038;strip=all&#038;w=1400"" /></div><p>With its second all-electric model hitting the market this year, <a href=""https://electrek.co/guides/lucid-motors/"">Lucid Motors </a>wants to ensure consumers don’t forget about its flagship sedan – the Air. Having just launched its 2024 Air models a couple of months ago, slashing prices, Lucid has lowered its MSRPs once again, incentivizing potential customers with additional charging and maintenance bonuses as well.</p>



 <a href=""https://electrek.co/2024/02/15/lucid-motors-cuts-thousands-off-2024-air-prices-adds-charging-perks/#more-349716"" data-post-id=""349716"" data-layer-pagetype=""post"" data-layer-postcategory=""lucid-air,lucid-motors"" data-layer-viewtype=""unknown"" class=""more-link"">more…</a>","With its second all-electric model hitting the market this year, Lucid Motors wants to ensure consumers don’t forget about its flagship sedan – the Air. Having just launched its 2024 Air models a couple of months ago, slashing prices, Lucid has lowered its MSRPs once again, incentivizing potential customers with additional charging and maintenance bonuses as well.",https://electrek.co/2024/02/15/lucid-motors-cuts-thousands-off-2024-air-prices-adds-charging-perks/,https://electrek.co/wp-content/uploads/sites/3/2024/02/Lucid-Air-prices-Pure-Stealth.jpg?quality=82&strip=all&w=1400,Scooter Doll,2024-02-15 14:00:00+00:00,"lucid-air,lucid-motors",,,FALSE,2024-02-21 23:29:54.923021+00:00,,
144,8ce8ed5b-68fb-430c-aeac-56c2d58e8ac1,2,Electrek,https://electrek.co/?p=349772,"Tax credits are good, but on-the-spot tax credits are really killing it","<div class=""feat-image""><img src=""https://electrek.co/wp-content/uploads/sites/3/2024/02/pexels-photo-164634.jpeg?quality=82&#038;strip=all&#038;w=1333"" /></div><p>The new year rolled out a new plan where EV shoppers could get <a href=""https://electrek.co/2023/12/26/more-than-7k-auto-dealers-sign-up-to-offer-new-on-the-spot-tax-credit/"">on-the-spot tax rebates</a> when purchasing a new electric vehicle, with auto dealers then handling the paperwork and waiting to get reimbursed by the government. The US government says it has already paid out $135 million to auto dealers that signed up for the program so far this year.</p>



 <a href=""https://electrek.co/2024/02/15/tax-credits-are-good-but-on-the-spot-tax-credits-are-really-killing-it/#more-349772"" data-post-id=""349772"" data-layer-pagetype=""post"" data-layer-postcategory=""electric-vehicles,inflation-reduction-act"" data-layer-viewtype=""unknown"" class=""more-link"">more…</a>","The new year rolled out a new plan where EV shoppers could get on-the-spot tax rebates when purchasing a new electric vehicle, with auto dealers then handling the paperwork and waiting to get reimbursed by the government. The US government says it has already paid out $135 million to auto dealers that signed up for the program so far this year.",https://electrek.co/2024/02/15/tax-credits-are-good-but-on-the-spot-tax-credits-are-really-killing-it/,https://electrek.co/wp-content/uploads/sites/3/2024/02/pexels-photo-164634.jpeg?quality=82&strip=all&w=1333,Jennifer Mossalgue,2024-02-15 13:34:29+00:00,"electric-vehicles,inflation-reduction-act",,,FALSE,2024-02-21 23:29:54.926704+00:00,,
145,d69bedcd-9c49-4df3-965a-2b4416d6d98c,2,Electrek,https://electrek.co/?p=349395,GM nearly doubles its map of Super Cruise hands-free driving routes in North America,"<div class=""feat-image""><img src=""https://electrek.co/wp-content/uploads/sites/3/2024/02/GM-Super-Cruise-map-hero.jpg?quality=82&#038;strip=all&#038;w=1400"" /></div><p><a href=""https://electrek.co/guides/gm/"">General Motors</a> (GM) has once again expanded its maps of routes that enable Super Cruise hands-free driving in North America. The American automaker now operates the largest hands-free driving network now that it has nearly doubled the mileage of available routes on the continent.</p>



 <a href=""https://electrek.co/2024/02/15/gm-nearly-doubles-map-super-cruise-hands-free-driving-routes-north-america/#more-349395"" data-post-id=""349395"" data-layer-pagetype=""post"" data-layer-postcategory=""gm,gm-super-cruise"" data-layer-viewtype=""unknown"" class=""more-link"">more…</a>",General Motors (GM) has once again expanded its maps of routes that enable Super Cruise hands-free driving in North America. The American automaker now operates the largest hands-free driving network now that it has nearly doubled the mileage of available routes on the continent.,https://electrek.co/2024/02/15/gm-nearly-doubles-map-super-cruise-hands-free-driving-routes-north-america/,https://electrek.co/wp-content/uploads/sites/3/2024/02/GM-Super-Cruise-map-hero.jpg?quality=82&strip=all&w=1400,Scooter Doll,2024-02-15 12:00:00+00:00,"gm,gm-super-cruise",,,FALSE,2024-02-21 23:29:54.930591+00:00,,
146,226987ac-46a9-4eed-9308-44742c79ecec,3,Autoblog,https://www.autoblog.com/2024/02/21/rivian-cuts-jobs-sees-annual-production-far-below-estimates/,"Rivian cuts jobs, sees annual production far below estimates","
						 <p>Filed under:
					    <a href=""https://www.autoblog.com/category/earnings-financials/"" rel=""tag"">Earnings/Financials</a>,<a href=""https://www.autoblog.com/category/green-auto-news/"" rel=""tag"">Green</a>,<a href=""https://www.autoblog.com/category/electric/"" rel=""tag"">Electric</a>,<a href=""https://www.autoblog.com/category/rivian/"" rel=""tag"">Rivian</a></p><img src=""https://s.aolcdn.com/images/dims3/GLOB/crop/5316x2990+0+412/resize/800x450!/format/jpg/quality/85/https://s.aolcdn.com/os/ab/_cms/2024/02/21175853/the_rivian_names_is_shown_on_one_of_their_new_electic_suv_vehicles_in_california1.jpeg"">
					    <p><a href=""https://www.autoblog.com/2024/02/21/rivian-cuts-jobs-sees-annual-production-far-below-estimates/"" rel=""bookmark"">Continue reading <em>Rivian cuts jobs, sees annual production far below estimates</em></a></p>
						<p style=""padding:5px;background:#ddd;border:1px solid #ccc;clear:both;""><a href=""https://www.autoblog.com/2024/02/21/rivian-cuts-jobs-sees-annual-production-far-below-estimates/"">Rivian cuts jobs, sees annual production far below estimates</a> originally appeared on <a href=""https://www.autoblog.com"">Autoblog</a> on Wed, 21 Feb 2024 17:59:00 EST.  Please see our <a href=""https://www.autoblog.com/rss-term-of-use/"">terms for use of feeds</a>.</p><h6 style=""clear: both; padding: 8px 0 0 0; height: 2px; font-size: 1px; border: 0; margin: 0; padding: 0;""></h6>
						<a href=""https://www.autoblog.com/2024/02/21/rivian-cuts-jobs-sees-annual-production-far-below-estimates/"" rel=""bookmark"" title=""Permanent link to this entry"">Permalink</a>&nbsp;|&nbsp;
						<a href=""https://www.autoblog.com/forward/2538050/"" title=""Send this entry to a friend via email"">Email this</a>&nbsp;|&nbsp;
					    <a href=""https://www.autoblog.com/2024/02/21/rivian-cuts-jobs-sees-annual-production-far-below-estimates/#comments"" title=""View reader comments on this entry"">Comments</a>
				    ",Rivian said on Wednesday it would cut its workforce by 10% and forecast EV production this year that widely missed estimates.,https://www.autoblog.com/2024/02/21/rivian-cuts-jobs-sees-annual-production-far-below-estimates/,https://s.aolcdn.com/images/dims3/GLOB/crop/5316x2990+0+412/resize/800x450!/format/jpg/quality/85/https://s.aolcdn.com/os/ab/_cms/2024/02/21175853/the_rivian_names_is_shown_on_one_of_their_new_electic_suv_vehicles_in_california1.jpeg,Reuters,2024-02-21 22:59:00+00:00,,,,FALSE,2024-02-21 23:29:55.572333+00:00,,
147,76b6e539-6a44-4223-8bd9-5aa58d07bc68,3,Autoblog,https://www.autoblog.com/2024/02/21/future-classic-2005-dodge-magnum/,Future Classic | 2005-2008 Dodge Magnum,"
						 <p>Filed under:
					    <a href=""https://www.autoblog.com/dodge"" rel=""tag"">Dodge</a>,<a href=""https://www.autoblog.com/category/used-car-buying-guide/"" rel=""tag"">Used Car Buying</a>,<a href=""https://www.autoblog.com/category/wagons/"" rel=""tag"">Wagon</a>,<a href=""https://www.autoblog.com/category/sports/"" rel=""tag"">Performance</a></p><img src=""https://o.aolcdn.com/images/dims3/GLOB/legacy_thumbnail/1062x597/format/jpg/quality/100/https://s.aolcdn.com/os/ab/_cms/2022/07/01113257/Dodge-Magnum_SRT8-2008-1600-02.jpg"">
					    <p><a href=""https://www.autoblog.com/2024/02/21/future-classic-2005-dodge-magnum/"" rel=""bookmark"">Continue reading <em>Future Classic | 2005-2008 Dodge Magnum</em></a></p>
						<p style=""padding:5px;background:#ddd;border:1px solid #ccc;clear:both;""><a href=""https://www.autoblog.com/2024/02/21/future-classic-2005-dodge-magnum/"">Future Classic | 2005-2008 Dodge Magnum</a> originally appeared on <a href=""https://www.autoblog.com"">Autoblog</a> on Wed, 21 Feb 2024 16:20:00 EST.  Please see our <a href=""https://www.autoblog.com/rss-term-of-use/"">terms for use of feeds</a>.</p><h6 style=""clear: both; padding: 8px 0 0 0; height: 2px; font-size: 1px; border: 0; margin: 0; padding: 0;""></h6>
						<a href=""https://www.autoblog.com/2024/02/21/future-classic-2005-dodge-magnum/"" rel=""bookmark"" title=""Permanent link to this entry"">Permalink</a>&nbsp;|&nbsp;
						<a href=""https://www.autoblog.com/forward/2409121/"" title=""Send this entry to a friend via email"">Email this</a>&nbsp;|&nbsp;
					    <a href=""https://www.autoblog.com/2024/02/21/future-classic-2005-dodge-magnum/#comments"" title=""View reader comments on this entry"">Comments</a>
				    ",The Dodge Magnum was built for only a few short years and we think it's destined to become a future classic. Here's a guide to shopping for one.,https://www.autoblog.com/2024/02/21/future-classic-2005-dodge-magnum/,https://o.aolcdn.com/images/dims3/GLOB/legacy_thumbnail/1062x597/format/jpg/quality/100/https://s.aolcdn.com/os/ab/_cms/2022/07/01113257/Dodge-Magnum_SRT8-2008-1600-02.jpg,Byron Hurd,2024-02-21 21:20:00+00:00,"used vehicle spotlight, _evergreen, future classic",,,FALSE,2024-02-21 23:29:55.951448+00:00,,
148,f1d379b7-f5ec-44f6-b32a-ed55ebafa0b0,3,Autoblog,https://www.autoblog.com/2024/02/21/cadillac-lyriq-tax-credit-ev/,"Cadillac Lyriq again eligible for full $7,500 tax credit","
						 <p>Filed under:
					    <a href=""https://www.autoblog.com/category/government-legal/"" rel=""tag"">Government/Legal</a>,<a href=""https://www.autoblog.com/category/green-auto-news/"" rel=""tag"">Green</a>,<a href=""https://www.autoblog.com/cadillac"" rel=""tag"">Cadillac</a>,<a href=""https://www.autoblog.com/category/crossovers/"" rel=""tag"">Crossover</a>,<a href=""https://www.autoblog.com/category/suvs/"" rel=""tag"">SUV</a>,<a href=""https://www.autoblog.com/category/electric/"" rel=""tag"">Electric</a></p><img src=""https://s.aolcdn.com/images/dims3/GLOB/legacy_thumbnail/1062x597/format/jpg/quality/100/https://s.aolcdn.com/os/ab/_cms/2022/05/18175318/2023-Cadillac-Lyriq.jpg"">
					    <p><a href=""https://www.autoblog.com/2024/02/21/cadillac-lyriq-tax-credit-ev/"" rel=""bookmark"">Continue reading <em>Cadillac Lyriq again eligible for full $7,500 tax credit</em></a></p>
						<p style=""padding:5px;background:#ddd;border:1px solid #ccc;clear:both;""><a href=""https://www.autoblog.com/2024/02/21/cadillac-lyriq-tax-credit-ev/"">Cadillac Lyriq again eligible for full $7,500 tax credit</a> originally appeared on <a href=""https://www.autoblog.com"">Autoblog</a> on Wed, 21 Feb 2024 16:00:00 EST.  Please see our <a href=""https://www.autoblog.com/rss-term-of-use/"">terms for use of feeds</a>.</p><h6 style=""clear: both; padding: 8px 0 0 0; height: 2px; font-size: 1px; border: 0; margin: 0; padding: 0;""></h6>
						<a href=""https://www.autoblog.com/2024/02/21/cadillac-lyriq-tax-credit-ev/"" rel=""bookmark"" title=""Permanent link to this entry"">Permalink</a>&nbsp;|&nbsp;
						<a href=""https://www.autoblog.com/forward/2538029/"" title=""Send this entry to a friend via email"">Email this</a>&nbsp;|&nbsp;
					    <a href=""https://www.autoblog.com/2024/02/21/cadillac-lyriq-tax-credit-ev/#comments"" title=""View reader comments on this entry"">Comments</a>
				    ","Cadillac Lyriq once again qualifies for the $7,500 EV tax credit with updating parts sourcing. Cadillac also has incentives for non-qualifying models.",https://www.autoblog.com/2024/02/21/cadillac-lyriq-tax-credit-ev/,https://s.aolcdn.com/images/dims3/GLOB/legacy_thumbnail/1062x597/format/jpg/quality/100/https://s.aolcdn.com/os/ab/_cms/2022/05/18175318/2023-Cadillac-Lyriq.jpg,Joel Stocksdale,2024-02-21 21:00:00+00:00,,,,FALSE,2024-02-21 23:29:56.231289+00:00,,
149,7d2f9a55-1004-49f9-a689-657a2e8e35d1,3,Autoblog,https://www.autoblog.com/article/8-great-spring-cleaning-deals-for-your-home-car-and-garage/,"8 great spring cleaning deals for your home, car and garage","
						 <p>Filed under:
					    <a href=""https://www.autoblog.com/category/commerce/"" rel=""tag"">Commerce</a></p><img src=""https://s.aolcdn.com/images/dims3/GLOB/legacy_thumbnail/1062x597/format/jpg/quality/100/https://s.yimg.com/os/creatr-uploaded-images/2024-02/8a9f6f20-d0d5-11ee-997b-59431d75a598"">
					    <p><a href=""https://www.autoblog.com/article/8-great-spring-cleaning-deals-for-your-home-car-and-garage/"" rel=""bookmark"">Continue reading <em>8 great spring cleaning deals for your home, car and garage</em></a></p>
						<p style=""padding:5px;background:#ddd;border:1px solid #ccc;clear:both;""><a href=""https://www.autoblog.com/article/8-great-spring-cleaning-deals-for-your-home-car-and-garage/"">8 great spring cleaning deals for your home, car and garage</a> originally appeared on <a href=""https://www.autoblog.com"">Autoblog</a> on Wed, 21 Feb 2024 15:58:00 EST.  Please see our <a href=""https://www.autoblog.com/rss-term-of-use/"">terms for use of feeds</a>.</p><h6 style=""clear: both; padding: 8px 0 0 0; height: 2px; font-size: 1px; border: 0; margin: 0; padding: 0;""></h6>
						<a href=""https://www.autoblog.com/article/8-great-spring-cleaning-deals-for-your-home-car-and-garage/"" rel=""bookmark"" title=""Permanent link to this entry"">Permalink</a>&nbsp;|&nbsp;
						<a href=""https://www.autoblog.com/forward/2537799/"" title=""Send this entry to a friend via email"">Email this</a>&nbsp;|&nbsp;
					    <a href=""https://www.autoblog.com/article/8-great-spring-cleaning-deals-for-your-home-car-and-garage/#comments"" title=""View reader comments on this entry"">Comments</a>
				    ","Get up to 24% off with these great spring cleaning deals on things like garage storage racks, handheld vacuums, trunk organizers and more.",https://www.autoblog.com/article/8-great-spring-cleaning-deals-for-your-home-car-and-garage/,https://s.aolcdn.com/images/dims3/GLOB/legacy_thumbnail/1062x597/format/jpg/quality/100/https://s.yimg.com/os/creatr-uploaded-images/2024-02/8a9f6f20-d0d5-11ee-997b-59431d75a598,Autoblog Staff,2024-02-21 20:58:00+00:00,deals,,,FALSE,2024-02-21 23:29:56.595031+00:00,,
